aX,aY,aZ,gX,gY,gZ
-2.85,-3.75,-2.99,-1.13,0.00,6.19
-1.65,-3.56,-2.90,-1.37,0.12,5.94
-0.66,-3.34,-2.56,-1.66,0.29,5.67
0.16,-3.11,-0.46,-1.92,0.43,5.39
0.63,-2.85,3.59,-1.93,0.08,5.12
1.06,-2.75,5.69,-1.57,-0.72,4.84
1.57,-2.75,5.95,-1.12,-1.41,4.57
2.53,-2.68,5.73,-0.72,-1.85,4.29
4.28,-2.19,4.95,-0.38,-2.10,3.98
7.14,-1.03,3.52,-0.15,-1.90,3.59
9.95,0.84,2.89,-0.10,-1.25,3.16
11.41,3.08,2.95,-0.16,-0.42,2.78
12.10,4.96,4.26,-0.26,0.39,2.54
12.03,6.11,6.39,-0.30,0.94,2.27
11.63,6.55,8.80,-0.22,1.08,1.99
12.00,6.67,10.88,-0.01,0.81,1.67
13.19,6.90,11.76,0.29,0.36,1.26
14.37,7.60,11.77,0.57,-0.09,0.81
15.33,8.67,11.16,0.81,-0.43,0.42
15.82,9.71,10.21,0.96,-0.64,0.09
15.89,10.48,9.25,1.04,-0.73,-0.22
15.61,10.94,8.48,1.04,-0.73,-0.51
15.01,11.09,7.98,1.01,-0.69,-0.80
14.25,10.99,7.69,0.97,-0.66,-1.08
13.42,10.73,7.59,0.97,-0.69,-1.37
12.53,10.29,7.18,1.01,-0.78,-1.67
11.58,9.84,6.62,1.05,-0.89,-1.97
10.66,9.35,6.12,1.09,-1.00,-2.24
9.61,8.78,5.65,1.13,-1.12,-2.53
8.35,8.19,5.01,1.16,-1.20,-2.76
7.00,7.54,4.16,1.13,-1.19,-2.85
6.44,6.99,3.41,1.08,-1.22,-2.90
6.08,6.42,2.30,1.01,-1.20,-3.02
5.44,5.75,1.17,0.88,-1.02,-3.18
4.45,4.89,0.45,0.73,-0.71,-3.32
3.46,3.80,0.13,0.60,-0.43,-3.44
2.41,2.72,0.18,0.51,-0.24,-3.56
1.40,1.83,0.13,0.48,-0.21,-3.69
0.41,1.13,0.19,0.46,-0.30,-3.82
-0.63,0.70,0.39,0.42,-0.53,-3.97
-1.57,0.49,0.48,0.37,-0.88,-4.13
-2.34,0.41,0.03,0.27,-1.27,-4.26
-2.97,0.37,-0.75,0.08,-1.58,-4.34
-3.34,0.28,-1.81,-0.18,-1.74,-4.39
-3.67,0.22,-2.70,-0.50,-1.70,-4.42
-4.11,0.19,-3.14,-0.87,-1.46,-4.44
-4.90,0.25,-3.36,-1.25,-1.14,-4.44
-5.85,0.17,-3.15,-1.63,-0.73,-4.40
-6.78,-0.07,-2.81,-1.98,-0.31,-4.36
-7.60,-0.62,-2.02,-2.23,0.16,-4.36
-8.63,-1.57,-0.78,-2.34,0.46,-4.42
-9.81,-2.33,0.37,-2.30,0.28,-4.65
-10.97,-2.61,0.97,-2.18,0.03,-4.91
-12.82,-2.72,1.01,-2.08,-0.07,-5.06
-16.42,-3.15,0.50,-2.02,0.40,-4.73
-18.55,-4.19,1.18,-1.92,1.19,-4.02
-19.63,-5.00,2.72,-1.53,1.43,-3.42
-21.19,-5.04,2.26,-1.01,1.18,-2.88
-22.62,-4.70,1.12,-0.62,0.98,-2.27
-23.60,-4.25,0.84,-0.39,0.86,-1.59
-24.20,-3.69,1.01,-0.23,0.65,-0.88
-24.41,-3.01,0.92,-0.11,0.38,-0.17
-24.22,-2.30,0.59,-0.05,0.15,0.51
-23.62,-1.72,0.28,-0.05,-0.02,1.15
-22.76,-1.39,0.06,-0.08,-0.12,1.73
-21.96,-1.34,-0.00,-0.11,-0.19,2.26
-21.23,-1.53,0.06,-0.12,-0.24,2.78
-20.32,-1.85,0.15,-0.10,-0.27,3.25
-19.31,-2.21,0.29,-0.07,-0.30,3.69
-18.23,-2.58,0.41,-0.04,-0.30,4.10
-16.97,-2.95,0.58,-0.00,-0.32,4.49
-15.45,-3.22,0.62,0.02,-0.39,4.83
-13.77,-3.38,0.41,0.01,-0.44,5.12
-11.90,-3.43,0.10,-0.05,-0.42,5.37
-9.90,-3.34,-0.22,-0.19,-0.33,5.56
-8.05,-3.15,-0.43,-0.39,-0.18,5.70
-6.46,-2.95,-0.32,-0.60,-0.03,5.79
-5.17,-2.83,-0.13,-0.78,0.01,5.83
-4.18,-2.79,0.24,-0.89,-0.05,5.81
-3.28,-2.85,0.60,-0.90,-0.28,5.73
-2.09,-3.02,0.52,-0.84,-0.56,5.58
-0.81,-3.06,0.47,-0.79,-0.77,5.36
0.36,-2.86,0.84,-0.76,-0.92,5.12
1.36,-2.41,1.23,-0.71,-1.07,4.91
2.22,-1.86,1.72,-0.60,-1.24,4.76
3.04,-1.31,2.23,-0.45,-1.41,4.63
3.97,-0.78,2.91,-0.26,-1.54,4.51
5.24,-0.23,3.99,-0.03,-1.68,4.35
6.93,0.44,4.92,0.25,-1.83,4.12
9.13,1.19,5.27,0.53,-1.88,3.80
11.16,2.15,4.82,0.73,-1.70,3.41
12.16,3.06,3.87,0.78,-1.28,3.08
13.44,3.81,3.56,0.73,-0.77,2.80
14.63,4.62,3.69,0.68,-0.29,2.40
15.30,5.51,4.43,0.62,0.13,1.94
15.44,6.39,5.68,0.60,0.45,1.54
15.86,7.03,7.03,0.67,0.55,1.22
16.51,7.29,7.45,0.80,0.44,0.85
16.86,7.46,6.88,0.90,0.28,0.39
16.65,7.77,5.90,0.94,0.18,-0.10
16.09,8.18,5.04,0.91,0.16,-0.53
15.57,8.53,4.68,0.85,0.18,-0.90
15.20,8.71,4.72,0.79,0.15,-1.26
14.72,8.72,4.60,0.73,0.07,-1.62
14.05,8.70,4.43,0.66,-0.01,-1.95
13.27,8.68,4.30,0.60,-0.13,-2.26
12.40,8.64,3.87,0.53,-0.25,-2.55
11.29,8.53,3.31,0.47,-0.35,-2.83
9.94,8.36,2.38,0.37,-0.38,-3.07
8.54,8.07,1.45,0.20,-0.28,-3.23
7.23,7.59,0.83,-0.02,-0.07,-3.34
5.97,6.94,0.41,-0.25,0.16,-3.41
4.63,6.17,0.24,-0.47,0.39,-3.47
3.26,5.44,0.19,-0.64,0.54,-3.51
1.91,4.78,0.33,-0.74,0.58,-3.54
0.61,4.29,0.67,-0.78,0.47,-3.58
-0.45,4.08,0.90,-0.75,0.22,-3.63
-1.16,4.10,0.90,-0.70,-0.09,-3.66
-1.54,4.19,0.86,-0.66,-0.40,-3.70
-1.77,4.20,0.57,-0.65,-0.62,-3.72
-2.06,4.04,0.29,-0.70,-0.68,-3.72
-2.55,3.74,0.20,-0.79,-0.61,-3.68
-3.05,3.31,0.13,-0.89,-0.47,-3.62
-3.39,2.77,-0.09,-1.00,-0.32,-3.56
-3.49,2.19,-0.47,-1.13,-0.13,-3.53
-3.50,1.80,-0.88,-1.29,0.11,-3.53
-3.58,1.60,-0.96,-1.46,0.37,-3.56
-3.85,1.52,-0.77,-1.59,0.58,-3.62
-4.22,1.42,-0.43,-1.69,0.71,-3.69
-4.72,1.42,-0.12,-1.74,0.74,-3.78
-5.36,1.57,-0.11,-1.79,0.78,-3.89
-6.30,1.69,0.48,-1.79,0.73,-4.06
-8.57,0.98,1.28,-1.73,0.60,-4.14
-10.78,-0.19,2.50,-1.57,0.27,-4.42
-13.19,-0.84,3.03,-1.35,-0.07,-4.58
-14.99,-1.60,3.75,-1.22,0.02,-4.51
-17.71,-2.73,5.57,-1.06,0.34,-4.25
-21.47,-4.01,6.79,-0.75,0.68,-3.72
-23.57,-5.45,7.12,-0.39,1.03,-2.99
-23.89,-6.21,6.66,-0.04,1.27,-2.32
-23.73,-5.74,5.82,0.24,1.43,-1.78
-23.82,-4.79,4.97,0.49,1.44,-1.28
-24.61,-4.19,3.72,0.57,1.61,-0.59
-24.13,-4.12,3.81,0.56,1.63,0.16
-22.86,-4.02,3.62,0.54,1.30,0.79
-21.59,-3.51,2.70,0.46,0.89,1.32
-20.28,-3.07,1.71,0.31,0.63,1.85
-18.71,-2.98,1.05,0.14,0.50,2.34
-17.14,-3.01,0.69,-0.01,0.40,2.74
-15.72,-3.07,0.38,-0.10,0.29,3.08
-14.42,-3.28,-0.10,-0.16,0.24,3.37
-13.29,-3.56,-0.45,-0.21,0.26,3.61
-12.25,-3.74,-0.87,-0.21,0.28,3.79
-11.16,-3.58,-1.49,-0.17,0.30,3.92
-10.22,-2.95,-2.16,-0.11,0.32,3.99
-9.49,-2.10,-2.90,-0.06,0.40,4.04
-8.96,-1.42,-3.55,-0.08,0.61,4.05
-8.73,-1.24,-3.83,-0.21,0.99,4.04
-8.24,-1.66,-3.33,-0.46,1.43,3.97
-7.68,-2.44,-2.15,-0.77,1.76,3.83
-7.24,-3.23,-0.57,-1.04,1.84,3.73
-6.46,-3.89,0.78,-1.21,1.60,3.73
-5.31,-4.32,1.27,-1.26,1.15,3.78
-4.17,-4.42,0.85,-1.29,0.67,3.82
aX,aY,aZ,gX,gY,gZ
6.85,-1.37,9.97,-2.18,0.65,1.32
5.96,-1.90,9.93,-1.71,0.99,1.20
4.43,-2.23,10.06,-1.19,1.19,1.07
2.92,-2.04,10.34,-0.74,1.01,1.05
2.17,-1.93,10.31,-0.32,0.60,1.14
2.12,-2.10,10.08,0.04,0.15,1.19
1.81,-2.83,10.01,0.45,-0.31,1.07
0.83,-2.99,9.70,0.92,-0.81,1.08
0.99,-3.39,9.06,1.35,-1.44,1.18
2.16,-2.82,7.82,1.65,-2.00,1.21
4.04,-2.04,6.35,1.68,-2.17,1.06
5.62,-0.94,5.31,1.37,-1.85,0.70
6.25,-0.40,5.49,0.88,-1.32,0.24
5.84,0.06,6.16,0.38,-0.88,-0.12
5.31,0.21,6.96,0.00,-0.58,-0.26
5.12,0.05,7.58,-0.25,-0.40,-0.24
4.99,-0.12,8.16,-0.34,-0.26,-0.11
5.12,-0.82,8.79,-0.25,-0.19,-0.06
4.88,-1.10,9.06,-0.03,-0.19,-0.20
4.71,-1.05,9.14,0.10,-0.32,-0.40
4.71,-0.53,9.01,0.06,-0.53,-0.69
4.85,0.31,9.03,-0.03,-0.61,-0.91
5.32,0.62,9.26,-0.06,-0.59,-0.96
5.68,-0.01,9.35,0.10,-0.46,-0.97
5.82,-0.27,9.20,0.25,-0.23,-0.93
5.89,0.02,9.11,0.32,0.05,-0.93
6.05,0.20,9.25,0.42,0.28,-1.05
6.02,-0.58,9.49,0.68,0.45,-1.47
5.51,-1.31,9.39,1.10,0.52,-2.15
4.12,-0.68,8.76,1.31,0.61,-2.72
2.74,0.78,8.73,1.26,0.57,-2.72
2.15,2.03,8.71,1.23,0.43,-2.43
1.81,2.81,8.55,1.26,0.39,-2.14
1.84,3.25,8.55,1.26,0.36,-1.89
1.85,3.33,8.39,1.20,0.33,-1.63
2.09,3.11,8.09,1.20,0.43,-1.42
2.22,2.89,7.81,1.20,0.62,-1.29
2.08,2.90,7.45,1.18,0.84,-1.18
1.65,3.28,7.18,1.15,1.07,-1.05
1.06,3.47,7.12,1.13,1.21,-0.91
0.30,3.52,7.04,1.09,1.18,-0.77
-0.45,3.71,7.06,1.02,1.02,-0.59
-0.87,3.97,7.39,0.98,0.79,-0.36
-0.64,4.16,8.09,0.97,0.50,-0.11
0.17,4.19,9.09,1.04,0.13,0.06
1.36,4.08,9.92,1.17,-0.27,0.13
2.61,3.83,10.37,1.36,-0.64,0.09
3.74,3.55,10.59,1.59,-0.93,-0.03
4.90,3.38,10.72,1.82,-1.21,-0.20
6.27,3.41,10.81,2.04,-1.53,-0.44
7.94,3.62,10.93,2.24,-1.81,-0.78
9.87,3.82,10.69,2.41,-1.87,-1.21
11.39,3.87,10.27,2.57,-1.62,-1.68
11.91,3.80,9.76,2.69,-1.23,-2.11
11.59,3.45,9.42,2.80,-0.87,-2.49
10.40,3.40,8.86,2.90,-0.66,-2.75
9.92,3.01,7.59,2.95,-0.53,-2.97
8.88,3.00,6.80,2.90,-0.46,-3.26
7.75,2.87,5.26,2.87,-0.41,-3.45
6.71,2.71,3.73,2.72,-0.29,-3.58
5.53,2.60,2.42,2.53,-0.14,-3.64
4.38,2.37,1.31,2.34,-0.01,-3.61
3.30,2.30,0.17,2.09,0.10,-3.54
2.25,2.28,-0.60,1.80,0.22,-3.43
1.30,2.04,-0.75,1.53,0.30,-3.30
0.69,1.79,-0.68,1.28,0.23,-3.19
0.32,1.64,-0.64,1.02,0.06,-3.12
-0.06,1.73,-0.35,0.76,-0.18,-3.08
-0.39,2.00,-0.25,0.50,-0.49,-3.03
-0.73,2.45,-0.34,0.23,-0.81,-3.00
-1.20,3.19,-0.60,-0.09,-1.07,-3.01
-1.83,4.11,-1.06,-0.45,-1.19,-3.04
-2.60,5.00,-1.20,-0.83,-1.16,-3.05
-3.38,5.64,-1.01,-1.21,-1.05,-3.03
-4.15,5.93,-0.26,-1.59,-0.84,-2.99
-4.98,5.63,1.22,-1.94,-0.68,-2.93
-6.11,5.25,3.28,-2.20,-0.64,-2.94
-7.76,4.96,5.41,-2.26,-0.81,-2.92
-9.56,4.47,7.24,-2.18,-1.06,-2.81
-11.18,3.96,8.62,-1.98,-1.28,-2.66
-12.76,3.73,9.51,-1.70,-1.44,-2.45
-14.14,3.81,9.99,-1.38,-1.47,-2.19
-15.16,4.08,10.18,-1.03,-1.39,-1.88
-15.63,4.43,10.09,-0.68,-1.21,-1.55
-15.55,4.80,9.77,-0.35,-0.93,-1.19
-15.22,5.12,9.46,-0.02,-0.54,-0.84
-15.15,5.37,9.21,0.30,-0.10,-0.49
-15.40,5.43,8.92,0.60,0.28,-0.12
-15.69,5.32,8.51,0.87,0.54,0.26
-15.65,5.23,8.01,1.10,0.66,0.64
-15.14,5.11,7.20,1.29,0.70,1.01
-14.39,5.00,6.23,1.45,0.74,1.35
-13.64,4.92,5.22,1.56,0.80,1.65
-12.94,4.78,4.17,1.62,0.88,1.92
-12.22,4.53,3.33,1.64,0.98,2.19
-11.47,4.24,2.75,1.62,1.07,2.44
-10.70,4.12,2.25,1.58,1.16,2.67
-10.04,3.86,2.17,1.56,1.25,2.87
-9.49,3.43,1.73,1.52,1.28,3.07
-8.75,3.03,1.24,1.40,1.41,3.23
-8.06,2.73,1.04,1.27,1.50,3.35
-7.38,2.35,0.71,1.11,1.55,3.49
-6.56,2.04,0.47,0.91,1.63,3.63
-5.72,1.84,0.31,0.70,1.70,3.73
-4.94,1.68,0.11,0.45,1.80,3.83
-4.22,1.52,0.09,0.18,1.92,3.91
-3.61,1.34,0.31,-0.09,2.00,3.99
-3.07,1.11,0.43,-0.38,2.06,4.06
-2.61,0.83,0.93,-0.68,2.13,4.11
-2.12,0.53,1.92,-0.95,2.11,4.14
-1.40,0.19,3.19,-1.15,1.92,4.12
-0.31,-0.09,4.12,-1.30,1.60,4.05
1.05,-0.23,4.38,-1.40,1.32,3.92
2.26,-0.14,4.50,-1.50,1.19,3.75
3.45,0.09,4.92,-1.59,1.13,3.57
4.98,0.38,5.93,-1.63,1.00,3.39
7.14,0.63,7.02,-1.59,0.80,3.16
9.58,0.96,7.95,-1.51,0.69,2.86
11.76,1.47,8.78,-1.39,0.66,2.50
13.42,2.32,9.44,-1.27,0.66,2.09
14.78,3.47,10.23,-1.16,0.66,1.66
16.14,4.73,11.28,-1.05,0.61,1.20
17.31,5.87,12.38,-0.91,0.47,0.74
18.08,6.72,13.16,-0.75,0.29,0.32
18.48,7.35,13.52,-0.58,0.07,-0.03
18.69,7.91,13.55,-0.42,-0.16,-0.34
18.61,8.29,13.27,-0.27,-0.35,-0.61
18.10,8.52,12.74,-0.16,-0.47,-0.87
17.16,8.38,12.43,-0.04,-0.57,-1.12
15.82,8.02,11.83,0.07,-0.70,-1.38
14.41,7.54,11.27,0.14,-0.81,-1.61
13.13,6.85,10.69,0.20,-0.92,-1.83
11.87,6.02,10.09,0.24,-1.01,-2.04
10.66,5.14,9.49,0.26,-1.09,-2.25
9.61,4.24,9.01,0.28,-1.17,-2.46
8.76,3.34,8.42,0.29,-1.24,-2.66
8.03,2.46,7.89,0.30,-1.26,-2.88
7.30,1.66,7.49,0.32,-1.27,-3.11
6.52,0.96,7.03,0.34,-1.26,-3.35
5.73,0.35,6.44,0.35,-1.20,-3.58
4.98,-0.22,5.49,0.32,-1.03,-3.81
4.18,-0.79,4.73,0.26,-0.72,-4.02
3.27,-1.33,4.02,0.20,-0.33,-4.19
2.13,-1.86,3.69,0.16,0.08,-4.33
0.64,-2.39,3.79,0.16,0.35,-4.43
-1.12,-2.87,3.94,0.21,0.39,-4.49
-2.85,-3.22,3.84,0.28,0.20,-4.53
-4.26,-3.31,3.31,0.33,-0.15,-4.60
-5.05,-3.12,2.54,0.32,-0.60,-4.74
-5.57,-2.37,1.39,0.22,-1.04,-5.00
-5.93,-1.23,0.09,0.04,-1.17,-5.11
-6.03,-0.38,-0.68,-0.20,-0.92,-5.07
-6.74,-0.04,-0.19,-0.40,-0.49,-5.02
-8.65,0.06,0.91,-0.53,-0.18,-4.99
-11.15,0.24,2.16,-0.60,-0.03,-4.88
-13.11,0.65,3.10,-0.61,0.03,-4.67
-14.07,1.47,3.68,-0.55,0.01,-4.40
-14.56,2.17,3.80,-0.46,-0.04,-4.06
-14.92,2.57,3.95,-0.34,0.05,-3.69
-15.80,2.77,4.45,-0.21,0.18,-3.36
-17.21,2.90,5.05,-0.09,0.22,-3.00
-18.67,3.13,5.48,0.02,0.21,-2.58
-19.66,3.41,6.05,0.12,0.15,-2.07
-20.01,3.62,6.48,0.23,0.04,-1.55
-19.88,3.75,6.42,0.35,-0.07,-1.04
-19.42,3.84,6.10,0.47,-0.10,-0.54
-18.77,3.89,5.77,0.59,-0.08,-0.06
-18.18,3.87,5.52,0.72,-0.02,0.37
-17.87,3.72,5.22,0.86,0.08,0.77
-17.78,3.48,4.86,0.99,0.22,1.17
-17.71,3.19,4.50,1.11,0.33,1.56
-17.50,2.84,4.11,1.23,0.39,1.97
-17.03,2.39,3.55,1.34,0.42,2.37
-16.31,1.91,2.88,1.44,0.43,2.76
-15.35,1.45,2.19,1.50,0.44,3.12
-14.24,1.02,1.55,1.54,0.47,3.44
-13.07,0.66,0.90,1.54,0.49,3.73
-11.91,0.40,0.33,1.50,0.51,3.98
-10.78,0.22,-0.06,1.44,0.50,4.20
-9.71,-0.05,-0.39,1.34,0.46,4.41
-8.52,-0.29,-0.46,1.21,0.48,4.60
-7.34,-0.44,-0.59,1.07,0.54,4.77
-6.18,-0.53,-0.73,0.90,0.63,4.92
-5.13,-0.65,-0.80,0.72,0.77,5.05
-4.34,-0.79,-0.85,0.51,0.96,5.16
-3.72,-0.99,-0.89,0.27,1.14,5.25
-3.10,-1.19,-0.79,0.02,1.27,5.29
-2.36,-1.35,-0.52,-0.23,1.32,5.28
-1.44,-1.47,0.06,-0.45,1.30,5.24
-0.38,-1.57,1.00,-0.63,1.19,5.18
0.70,-1.60,1.97,-0.73,0.99,5.11
1.81,-1.53,2.83,-0.77,0.76,5.04
3.04,-1.34,3.63,-0.76,0.51,4.97
4.75,-1.02,4.22,-0.71,0.25,4.86
6.96,-0.65,4.48,-0.61,0.13,4.72
9.47,-0.23,4.73,-0.49,0.12,4.50
12.17,0.36,4.85,-0.37,0.27,4.17
13.98,1.24,5.16,-0.28,0.54,3.75
14.92,2.00,5.87,-0.23,0.81,3.30
15.89,2.57,6.96,-0.20,0.94,2.84
17.52,3.02,8.05,-0.16,0.95,2.34
19.23,3.58,9.08,-0.08,0.89,1.77
20.69,4.48,10.03,0.04,0.72,1.18
21.01,5.59,10.24,0.21,0.50,0.59
20.79,6.51,9.99,0.33,0.29,0.17
20.84,7.24,9.06,0.43,0.11,-0.25
20.19,7.88,7.63,0.43,0.11,-0.66
18.86,8.37,7.30,0.36,0.19,-0.96
17.32,8.54,7.61,0.37,0.05,-1.17
15.92,8.44,7.34,0.42,-0.21,-1.35
14.66,8.22,7.05,0.45,-0.52,-1.53
13.62,8.00,6.91,0.48,-0.87,-1.67
12.92,7.72,6.85,0.53,-1.30,-1.81
12.36,7.24,6.28,0.54,-1.71,-2.00
11.56,6.65,5.39,0.49,-2.05,-2.21
10.65,6.16,4.56,0.38,-2.32,-2.42
9.83,5.82,4.14,0.26,-2.57,-2.64
9.22,5.54,3.61,0.11,-2.76,-2.87
8.57,5.22,3.08,-0.08,-2.84,-3.12
7.74,4.83,2.32,-0.32,-2.77,-3.34
6.77,4.41,1.62,-0.60,-2.57,-3.50
5.89,3.96,0.98,-0.92,-2.28,-3.61
5.15,3.42,0.62,-1.24,-1.90,-3.70
4.50,2.82,0.64,-1.53,-1.50,-3.79
3.87,2.16,0.87,-1.76,-1.12,-3.89
3.16,1.51,1.04,-1.92,-0.79,-3.99
2.37,0.85,1.09,-2.02,-0.52,-4.07
1.60,0.18,1.14,-2.07,-0.33,-4.15
0.72,-0.52,1.47,-2.04,-0.26,-4.22
-0.43,-1.21,1.65,-1.95,-0.43,-4.28
-1.68,-1.88,1.42,-1.88,-0.79,-4.30
-2.53,-2.65,1.06,-1.87,-1.16,-4.30
-2.71,-3.58,0.50,-1.94,-1.44,-4.50
-3.54,-3.03,0.35,-2.09,-1.56,-4.70
-4.04,-2.33,0.23,-2.24,-1.48,-4.62
-3.88,-2.34,0.78,-2.40,-1.19,-4.42
-3.99,-2.87,2.21,-2.52,-0.94,-4.30
-4.97,-3.24,3.39,-2.55,-0.87,-4.27
-6.40,-3.16,4.32,-2.52,-0.86,-4.18
-7.61,-2.71,5.16,-2.44,-0.89,-4.03
-8.47,-1.95,6.01,-2.36,-0.83,-3.85
-9.11,-1.17,7.33,-2.22,-0.67,-3.67
-9.77,-0.54,8.77,-2.03,-0.48,-3.49
-10.48,0.10,9.98,-1.78,-0.27,-3.31
-11.43,0.91,10.82,-1.51,-0.00,-3.10
-12.62,1.77,11.49,-1.25,0.31,-2.81
-13.54,2.49,12.15,-0.99,0.59,-2.51
-14.83,3.21,12.79,-0.75,0.80,-2.19
-16.03,3.77,13.71,-0.51,0.92,-1.76
-16.86,4.04,14.60,-0.24,0.88,-1.31
-17.40,3.97,14.83,0.06,0.74,-0.89
-17.61,3.62,14.44,0.33,0.63,-0.47
-17.56,3.26,13.87,0.57,0.61,-0.09
-17.44,3.00,13.31,0.78,0.70,0.26
-17.44,2.91,12.88,0.98,0.86,0.59
-17.52,2.49,12.28,1.18,0.99,0.91
-17.51,2.01,11.63,1.33,1.11,1.22
-17.38,1.83,11.04,1.48,1.16,1.53
-16.95,1.75,10.20,1.61,1.16,1.83
-16.23,1.56,9.21,1.73,1.18,2.14
-15.38,1.18,8.24,1.84,1.22,2.43
-14.47,0.68,7.26,1.92,1.24,2.71
-13.51,0.17,6.30,1.99,1.22,2.96
-12.47,-0.27,5.32,2.03,1.14,3.18
-11.27,-0.61,4.22,2.04,1.03,3.38
-9.93,-0.90,3.18,2.02,0.92,3.54
-8.60,-1.21,2.25,1.98,0.84,3.68
-7.37,-1.52,1.34,1.90,0.78,3.82
-6.22,-1.81,0.42,1.76,0.76,3.93
-5.14,-1.84,-0.40,1.56,0.82,4.01
-4.24,-1.65,-0.83,1.32,0.94,4.07
-3.58,-1.46,-0.97,1.10,1.09,4.16
-3.00,-1.52,-1.06,0.88,1.28,4.26
-2.49,-1.77,-1.09,0.69,1.48,4.29
-2.32,-1.97,-1.33,0.48,1.65,4.26
-2.06,-2.15,-1.26,0.26,1.77,4.23
-1.51,-2.32,-1.21,0.06,1.80,4.15
-1.01,-2.35,-1.19,-0.13,1.85,4.04
-0.75,-2.13,-0.82,-0.33,1.91,3.95
-0.54,-1.70,-0.17,-0.52,1.94,3.92
-0.20,-1.13,0.96,-0.67,1.93,3.94
0.47,-0.52,2.52,-0.78,1.84,3.94
1.36,0.08,3.76,-0.80,1.71,3.86
1.92,0.64,4.71,-0.78,1.60,3.72
2.12,1.13,5.67,-0.74,1.46,3.59
2.43,1.58,6.78,-0.67,1.18,3.47
3.66,2.07,7.75,-0.60,0.72,3.33
6.26,2.73,8.56,-0.50,0.29,3.18
9.74,3.57,9.17,-0.35,0.06,3.01
12.81,4.49,9.50,-0.21,-0.01,2.83
15.16,5.39,9.53,-0.07,-0.04,2.66
17.00,6.13,9.23,0.05,-0.07,2.46
18.62,6.75,8.95,0.15,-0.14,2.19
20.28,7.35,8.65,0.26,-0.25,1.85
21.63,7.92,8.23,0.35,-0.35,1.42
22.37,8.44,7.42,0.42,-0.39,0.92
22.37,8.83,6.60,0.41,-0.33,0.37
21.67,9.00,5.94,0.36,-0.23,-0.20
20.37,8.95,5.27,0.28,-0.12,-0.77
18.67,8.72,4.90,0.18,-0.01,-1.29
aX,aY,aZ,gX,gY,gZ
-14.84,7.03,12.50,-0.05,-1.15,0.01
-14.06,7.42,12.34,0.20,-1.02,0.27
-13.71,7.69,12.16,0.45,-0.88,0.51
-13.50,7.63,11.82,0.68,-0.76,0.75
-13.14,7.33,11.40,0.89,-0.64,1.00
-12.75,6.85,10.95,1.09,-0.49,1.22
-12.52,6.19,10.49,1.27,-0.28,1.44
-12.42,5.33,10.04,1.44,-0.06,1.67
-12.22,4.33,9.51,1.59,0.10,1.90
-11.79,3.28,8.90,1.72,0.17,2.13
-11.13,2.34,8.28,1.83,0.18,2.33
-10.39,1.53,7.75,1.92,0.20,2.50
-9.70,0.79,7.26,2.01,0.25,2.64
-9.17,0.10,6.82,2.10,0.36,2.76
-8.79,-0.52,6.44,2.15,0.50,2.87
-8.42,-0.97,6.24,2.19,0.61,2.96
-7.96,-1.20,5.98,2.21,0.67,3.05
-7.44,-1.28,5.74,2.23,0.73,3.12
-7.06,-1.42,5.23,2.24,0.86,3.20
-6.62,-1.54,4.80,2.22,1.05,3.29
-6.20,-1.58,4.31,2.17,1.23,3.34
-5.85,-1.51,3.73,2.08,1.42,3.39
-5.54,-1.36,3.17,1.96,1.60,3.45
-5.17,-1.12,2.64,1.79,1.76,3.53
-4.72,-0.82,2.15,1.61,1.90,3.61
-4.29,-0.48,1.57,1.39,2.05,3.68
-3.88,-0.11,1.17,1.13,2.21,3.75
-3.48,0.26,0.84,0.86,2.35,3.82
-3.10,0.61,0.66,0.56,2.49,3.88
-2.67,0.87,0.59,0.25,2.63,3.95
-2.20,1.04,0.61,-0.07,2.75,3.98
-1.74,1.15,0.72,-0.39,2.86,3.98
-1.35,1.18,0.78,-0.72,2.98,3.95
-1.03,1.14,0.87,-1.05,3.13,3.89
-0.83,1.06,1.49,-1.35,3.23,3.78
-0.70,1.03,2.41,-1.63,3.22,3.63
-0.54,1.13,3.28,-1.88,3.06,3.50
-0.17,1.33,3.77,-2.11,2.86,3.37
0.37,1.61,4.66,-2.32,2.64,3.24
1.16,1.97,6.26,-2.43,2.33,3.07
2.19,2.25,7.94,-2.49,1.93,2.85
3.28,2.39,9.77,-2.48,1.52,2.60
4.42,2.46,11.75,-2.38,1.08,2.33
5.74,2.57,13.36,-2.23,0.57,2.09
7.57,2.84,14.30,-2.03,0.21,1.89
9.77,3.51,15.16,-1.79,0.10,1.69
11.99,4.54,15.96,-1.53,0.06,1.50
13.64,5.56,16.82,-1.26,0.06,1.28
14.53,6.23,17.82,-0.97,-0.01,1.05
14.98,6.38,18.52,-0.66,-0.18,0.83
15.40,6.24,18.57,-0.33,-0.49,0.60
15.85,6.32,17.84,-0.07,-0.75,0.39
16.42,5.49,17.10,0.29,-1.08,-0.02
15.32,5.46,15.32,0.52,-1.40,-0.52
14.25,5.83,13.63,0.59,-1.46,-0.65
13.85,5.53,12.52,0.62,-1.42,-0.69
13.10,4.88,11.38,0.59,-1.30,-0.87
11.76,4.08,10.54,0.57,-1.14,-1.11
10.23,3.17,9.87,0.55,-1.02,-1.38
8.74,2.24,9.29,0.57,-0.98,-1.68
7.29,1.49,8.73,0.58,-1.01,-1.99
5.97,0.99,8.16,0.59,-1.09,-2.30
4.85,0.63,7.65,0.59,-1.19,-2.60
