aX,aY,aZ,gX,gY,gZ
4.61,3.11,1.80,0.61,0.92,-3.58
3.74,2.86,1.64,0.66,1.10,-3.74
2.83,2.66,1.42,0.71,1.20,-3.86
2.00,2.51,1.25,0.76,1.28,-3.96
1.15,2.40,0.98,0.81,1.34,-4.07
0.24,2.30,0.90,0.85,1.38,-4.16
aX,aY,aZ,gX,gY,gZ
-17.32,2.07,5.36,0.58,0.08,0.72
-16.89,1.68,4.96,0.64,0.02,1.02
-16.49,1.35,4.67,0.70,-0.03,1.32
-16.18,1.16,4.42,0.79,-0.02,1.58
-15.92,1.01,3.92,0.90,0.04,1.80
-15.68,0.81,3.35,0.99,0.12,1.98
-15.50,0.64,2.80,1.05,0.20,2.12
-15.40,0.59,2.38,1.06,0.24,2.24
-15.22,0.55,1.89,1.01,0.19,2.34
-14.89,0.43,1.39,0.88,0.07,2.43
-14.49,0.21,1.07,0.71,-0.06,2.50
-14.11,0.02,0.79,0.56,-0.15,2.57
-13.82,-0.08,0.55,0.45,-0.21,2.63
-13.62,-0.12,0.38,0.35,-0.27,2.71
-13.43,-0.09,0.21,0.27,-0.33,2.83
-13.08,-0.02,-0.01,0.18,-0.39,2.96
-12.56,0.04,-0.20,0.08,-0.43,3.08
-11.91,0.09,-0.30,-0.01,-0.47,3.19
-11.18,0.12,-0.46,-0.07,-0.46,3.26
-10.34,0.08,-0.42,-0.08,-0.39,3.28
-9.52,0.04,-0.23,0.01,-0.22,3.22
-9.03,0.25,-0.24,0.15,0.02,3.13
-8.94,0.72,-0.40,0.27,0.25,3.07
-9.00,1.24,-0.51,0.34,0.47,3.07
-9.15,1.69,-0.55,0.40,0.67,3.13
-9.19,1.96,-0.57,0.43,0.82,3.21
-9.15,2.10,-0.70,0.45,0.96,3.30
-8.98,2.20,-0.95,0.43,1.08,3.35
-8.69,2.33,-1.11,0.36,1.16,3.37
-8.35,2.41,-1.16,0.25,1.23,3.35
-8.04,2.33,-1.14,0.12,1.28,3.30
-7.75,2.20,-1.11,-0.01,1.32,3.24
-7.50,2.17,-1.06,-0.13,1.35,3.18
-7.29,2.21,-0.93,-0.26,1.33,3.14
-7.09,2.22,-0.92,-0.39,1.28,3.13
-6.84,2.11,-1.01,-0.53,1.21,3.16
-6.45,1.88,-1.16,-0.67,1.16,3.22
-5.84,1.59,-1.20,-0.81,1.13,3.27
-5.04,1.22,-1.03,-0.96,1.11,3.30
-4.12,0.85,-0.51,-1.10,1.10,3.26
-3.16,0.49,-0.20,-1.20,1.13,3.14
-2.32,0.19,-0.35,-1.29,1.20,2.92
-1.82,0.03,-0.62,-1.45,1.20,2.62
-1.77,0.13,-0.55,-1.72,1.04,2.30
-3.11,1.33,-0.81,-2.10,0.77,2.23
-3.80,1.46,-1.47,-2.60,0.82,2.80
-3.84,0.66,0.53,-3.00,0.76,3.19
-3.64,0.05,1.07,-3.25,0.58,3.47
-3.30,-0.53,2.37,-3.47,0.38,3.71
-3.01,-0.86,3.88,-3.62,0.03,3.85
-2.78,-1.25,5.36,-3.65,-0.33,4.01
-2.49,-1.72,6.18,-3.55,-0.63,4.17
-2.07,-2.06,6.51,-3.42,-0.88,4.37
-1.23,-2.38,6.54,-3.27,-1.08,4.59
-0.12,-2.64,6.53,-3.14,-1.27,4.77
1.11,-2.91,6.65,-3.05,-1.45,4.88
2.15,-3.16,6.97,-2.97,-1.61,4.93
2.95,-3.55,7.63,-2.87,-1.72,4.95
3.67,-4.11,8.38,-2.73,-1.83,4.93
4.30,-4.71,9.09,-2.55,-1.95,4.90
5.06,-5.38,9.56,-2.33,-2.06,4.87
6.09,-6.03,9.62,-2.07,-2.12,4.85
7.45,-6.67,9.32,-1.79,-2.10,4.82
9.00,-7.28,8.95,-1.49,-2.00,4.74
10.56,-7.89,8.69,-1.19,-1.83,4.58
11.66,-8.48,8.88,-0.86,-1.60,4.32
12.16,-8.96,9.18,-0.45,-1.35,4.01
12.42,-9.22,9.17,-0.02,-1.10,3.71
12.72,-9.25,8.94,0.32,-0.92,3.44
13.14,-9.10,8.67,0.57,-0.79,3.17
13.63,-8.91,8.35,0.77,-0.69,2.87
14.09,-8.71,7.84,0.94,-0.59,2.54
14.32,-8.43,7.31,1.08,-0.47,2.18
14.22,-8.04,6.76,1.20,-0.31,1.81
13.77,-7.66,6.51,1.27,-0.20,1.43
13.11,-7.35,6.49,1.28,-0.21,1.05
12.69,-7.20,6.58,1.21,-0.36,0.69
12.74,-7.18,6.68,1.07,-0.60,0.32
13.14,-7.23,6.69,0.93,-0.84,-0.10
13.49,-7.25,6.50,0.82,-1.03,-0.58
13.65,-7.21,6.27,0.71,-1.17,-1.07
13.70,-7.15,6.01,0.63,-1.27,-1.56
13.42,-7.01,5.81,0.58,-1.33,-2.07
12.76,-6.75,5.58,0.56,-1.37,-2.55
11.94,-6.39,5.29,0.56,-1.41,-2.96
11.23,-5.94,4.99,0.53,-1.49,-3.31
10.71,-5.49,4.74,0.46,-1.61,-3.62
10.29,-5.03,4.30,0.35,-1.72,-3.89
9.86,-4.40,3.94,0.20,-1.82,-4.10
9.55,-3.64,3.45,0.04,-1.87,-4.26
9.50,-2.83,2.94,-0.11,-1.88,-4.37
9.77,-2.03,2.55,-0.21,-1.78,-4.40
10.25,-1.29,2.37,-0.27,-1.58,-4.40
10.47,-0.61,2.44,-0.27,-1.30,-4.44
10.10,0.10,2.62,-0.19,-0.98,-4.50
9.26,0.78,2.85,-0.07,-0.68,-4.52
8.25,1.43,3.04,0.02,-0.52,-4.51
7.23,2.13,3.21,0.05,-0.51,-4.46
6.41,2.83,3.37,-0.00,-0.62,-4.40
5.87,3.33,3.43,-0.09,-0.78,-4.32
5.61,3.55,3.31,-0.19,-0.91,-4.26
5.56,3.58,3.02,-0.27,-0.94,-4.22
5.61,3.45,2.64,-0.30,-0.84,-4.23
5.54,3.33,2.24,-0.30,-0.63,-4.29
5.13,3.18,2.10,-0.26,-0.39,-4.39
4.45,2.95,2.02,-0.22,-0.18,-4.52
3.54,2.65,1.92,-0.20,-0.02,-4.64
2.46,2.33,1.82,-0.17,0.10,-4.74
1.23,2.06,1.79,-0.13,0.16,-4.77
-0.05,1.90,1.48,-0.11,0.17,-4.72
-1.17,1.85,0.99,-0.14,0.14,-4.57
-1.92,1.85,0.57,-0.25,0.10,-4.34
-2.17,1.76,0.17,-0.42,0.06,-4.10
-2.03,1.49,-0.10,-0.62,0.09,-3.88
-1.83,0.92,-0.11,-0.81,0.11,-3.75
-1.95,0.08,0.02,-0.98,0.11,-3.74
-2.57,-0.77,0.38,-1.08,0.10,-3.83
-3.29,-1.65,1.50,-0.95,0.15,-4.04
-4.24,-1.86,1.21,-0.63,0.39,-4.29
-5.41,-1.37,0.80,-0.49,0.56,-4.41
-6.34,-0.86,0.88,-0.43,0.70,-4.39
-7.18,-0.60,1.02,-0.39,0.77,-4.33
-8.20,-0.45,1.03,-0.40,0.74,-4.27
-9.22,-0.27,1.03,-0.42,0.68,-4.22
-9.93,-0.06,1.02,-0.45,0.61,-4.14
-10.18,0.06,1.09,-0.47,0.58,-4.05
-10.13,0.03,1.22,-0.45,0.60,-3.95
-10.29,0.12,1.19,-0.37,0.66,-3.85
-10.87,0.52,1.09,-0.27,0.74,-3.73
-11.55,1.10,1.14,-0.18,0.82,-3.58
-12.13,1.62,1.43,-0.13,0.84,-3.44
-12.65,1.94,1.66,-0.13,0.76,-3.30
-13.10,2.19,1.79,-0.18,0.64,-3.14
-13.40,2.50,1.88,-0.24,0.54,-2.96
-13.48,2.77,2.01,-0.29,0.51,-2.75
-13.39,2.96,2.17,-0.30,0.51,-2.55
-13.33,3.18,2.35,-0.25,0.57,-2.36
-13.56,3.51,2.52,-0.15,0.65,-2.20
-14.07,3.96,2.51,0.01,0.72,-2.06
-14.59,4.47,2.35,0.17,0.81,-1.93
-14.97,4.95,2.17,0.34,0.91,-1.78
-15.47,5.40,2.01,0.52,1.02,-1.62
-16.25,5.82,1.75,0.69,1.08,-1.36
-17.12,6.36,1.57,0.84,1.15,-1.01
-18.09,7.20,1.28,0.96,1.20,-0.52
-18.38,7.76,0.86,1.00,1.17,0.10
-18.19,8.20,0.35,0.90,1.03,0.52
-17.28,8.35,0.62,0.74,0.81,0.63
-16.63,8.34,0.11,0.77,0.77,0.62
-16.98,8.28,-0.26,0.54,0.52,0.49
-17.35,7.97,-0.15,0.36,0.30,0.42
-16.83,7.53,-0.35,0.32,0.26,0.40
-16.20,7.37,-0.68,0.33,0.34,0.45
-16.09,7.36,-1.01,0.35,0.44,0.63
-16.26,7.24,-1.37,0.34,0.50,0.94
-16.19,6.89,-1.67,0.28,0.50,1.34
-15.64,6.33,-1.97,0.16,0.44,1.71
-14.88,5.74,-2.19,0.03,0.36,1.97
-14.27,5.29,-2.42,-0.09,0.31,2.13
-13.94,5.04,-2.63,-0.19,0.30,2.24
-13.76,4.89,-2.72,-0.28,0.32,2.39
-13.53,4.70,-2.73,-0.35,0.36,2.58
-13.34,4.52,-2.68,-0.42,0.41,2.81
-13.25,4.41,-2.67,-0.48,0.42,3.04
-13.12,4.30,-2.66,-0.57,0.39,3.27
-12.78,4.13,-2.46,-0.68,0.34,3.45
-12.25,3.92,-2.23,-0.77,0.29,3.58
-11.66,3.77,-2.07,-0.84,0.24,3.65
-11.09,3.70,-1.98,-0.89,0.20,3.71
-10.55,3.73,-1.87,-0.90,0.18,3.78
-10.01,3.74,-1.63,-0.90,0.20,3.85
-9.22,3.52,-1.18,-0.89,0.22,3.90
-8.39,3.31,-0.76,-0.88,0.21,3.87
-7.64,3.30,-0.30,-0.85,0.18,3.77
-7.18,3.55,-0.03,-0.77,0.15,3.65
-6.91,3.96,-0.20,-0.67,0.17,3.59
-6.63,4.38,-0.59,-0.62,0.24,3.60
-6.34,4.68,-0.95,-0.64,0.31,3.68
-6.05,4.81,-1.06,-0.68,0.38,3.81
-5.60,4.75,-0.88,-0.76,0.41,3.97
-4.97,4.50,-0.33,-0.85,0.40,4.13
-4.17,4.08,0.33,-0.88,0.40,4.23
-3.22,3.72,0.55,-0.84,0.42,4.25
-2.21,3.51,0.41,-0.79,0.50,4.18
-1.29,3.48,0.19,-0.74,0.62,4.04
-0.53,3.50,0.06,-0.72,0.76,3.85
0.03,3.47,-0.12,-0.71,0.91,3.65
0.43,3.33,-0.26,-0.74,1.06,3.45
0.74,3.10,-0.49,-0.79,1.24,3.25
0.92,2.85,-0.52,-0.88,1.37,3.06
0.99,2.65,-0.26,-1.02,1.41,2.86
0.83,2.58,0.12,-1.20,1.35,2.66
-0.38,2.97,0.06,-1.50,1.25,2.83
-0.51,2.36,1.12,-1.73,1.23,3.14
-0.46,1.94,1.35,-1.88,1.18,3.34
0.08,1.30,1.70,-2.04,1.13,3.49
0.68,0.74,2.31,-2.16,1.08,3.55
1.08,0.36,2.90,-2.25,1.04,3.56
1.33,0.11,3.51,-2.32,0.95,3.56
1.56,-0.06,4.01,-2.37,0.84,3.58
aX,aY,aZ,gX,gY,gZ
-9.83,4.54,0.40,-0.39,-0.03,-2.60
-10.28,4.87,0.02,-0.26,0.08,-2.55
-10.47,5.32,-0.19,-0.16,0.18,-2.52
-10.46,5.71,-0.15,-0.09,0.25,-2.51
-10.56,5.93,0.05,-0.04,0.36,-2.51
-11.05,6.10,0.11,0.03,0.49,-2.51
-11.83,6.35,0.26,0.09,0.59,-2.46
-12.82,6.72,0.30,0.13,0.61,-2.37
-14.01,7.33,0.29,0.16,0.57,-2.18
-14.72,7.62,0.12,0.16,0.51,-1.90
-14.75,7.44,0.02,0.07,0.37,-1.72
-14.66,7.15,0.44,-0.01,0.26,-1.57
-14.78,7.29,0.23,0.07,0.31,-1.40
-15.43,7.76,0.11,-0.00,0.23,-1.17
-15.78,7.98,0.25,-0.07,0.15,-0.88
-15.48,7.86,0.28,-0.07,0.11,-0.64
-15.11,7.73,0.23,-0.03,0.11,-0.46
-15.08,7.74,0.19,0.03,0.16,-0.27
-15.16,7.75,0.08,0.08,0.21,-0.04
-15.10,7.63,-0.02,0.10,0.24,0.24
-14.79,7.37,-0.14,0.09,0.25,0.51
-14.37,7.07,-0.29,0.08,0.25,0.73
-13.98,6.80,-0.41,0.07,0.25,0.91
-13.62,6.60,-0.52,0.05,0.24,1.06
-13.30,6.44,-0.67,0.01,0.22,1.19
-13.01,6.26,-0.80,-0.04,0.19,1.32
-12.81,6.07,-0.87,-0.09,0.16,1.44
-12.70,5.90,-0.87,-0.13,0.15,1.58
-12.55,5.74,-0.81,-0.17,0.13,1.71
-12.29,5.60,-0.78,-0.22,0.11,1.85
-11.98,5.49,-0.78,-0.26,0.10,1.97
-11.72,5.42,-0.82,-0.28,0.10,2.07
-11.54,5.36,-0.85,-0.29,0.12,2.16
-11.41,5.30,-0.79,-0.29,0.16,2.25
-11.31,5.25,-0.70,-0.29,0.21,2.35
-11.20,5.25,-0.62,-0.29,0.25,2.46
-11.09,5.28,-0.58,-0.29,0.29,2.58
-11.01,5.32,-0.59,-0.29,0.31,2.71
-10.95,5.34,-0.66,-0.30,0.33,2.85
-10.83,5.33,-0.70,-0.30,0.36,2.99
-10.59,5.30,-0.68,-0.32,0.39,3.14
-10.25,5.24,-0.63,-0.34,0.41,3.27
-9.88,5.18,-0.61,-0.38,0.42,3.39
-9.40,5.14,-0.61,-0.44,0.42,3.50
-8.76,5.10,-0.59,-0.51,0.41,3.59
-7.86,4.96,-0.57,-0.58,0.41,3.65
-6.67,4.70,-0.47,-0.62,0.41,3.61
-5.83,4.56,-0.35,-0.62,0.46,3.48
-5.50,4.61,-0.36,-0.57,0.54,3.34
-5.46,4.77,-0.44,-0.54,0.63,3.28
-5.40,4.95,-0.32,-0.55,0.68,3.31
-5.13,5.07,-0.11,-0.59,0.71,3.43
-4.66,4.97,0.12,-0.60,0.74,3.57
-4.07,4.62,0.24,-0.60,0.79,3.69
-3.40,4.20,0.12,-0.56,0.86,3.74
-2.72,3.93,-0.24,-0.52,0.96,3.71
-2.08,3.77,-0.60,-0.52,1.08,3.62
-1.59,3.62,-0.57,-0.58,1.18,3.51
-1.25,3.40,-0.22,-0.64,1.27,3.40
-0.96,3.12,0.08,-0.71,1.34,3.31
-0.60,2.82,0.22,-0.79,1.41,3.23
-0.20,2.48,0.28,-0.88,1.49,3.12
0.14,2.11,0.55,-0.99,1.56,2.98
0.22,1.73,1.07,-1.10,1.57,2.77
0.03,1.45,1.66,-1.23,1.47,2.53
-1.21,2.03,1.65,-1.41,1.34,2.55
-1.45,1.74,2.44,-1.54,1.32,2.95
-0.90,1.57,2.69,-1.56,1.33,3.22
0.06,1.43,2.97,-1.65,1.28,3.41
0.94,1.26,3.65,-1.74,1.21,3.48
1.35,1.20,4.32,-1.78,1.13,3.48
1.42,1.15,4.76,-1.81,1.03,3.48
1.32,1.03,5.25,-1.86,0.85,3.51
1.34,0.80,5.77,-1.92,0.61,3.57
1.62,0.44,6.38,-2.00,0.33,3.66
2.26,-0.04,6.76,-2.07,0.06,3.79
3.30,-0.57,7.16,-2.10,-0.15,3.91
4.88,-1.17,7.37,-2.08,-0.27,3.97
6.74,-1.78,7.73,-2.01,-0.34,3.90
8.43,-2.25,8.15,-1.87,-0.31,3.72
9.62,-2.52,8.78,-1.61,-0.11,3.50
10.24,-2.64,9.57,-1.24,0.17,3.26
10.43,-2.67,10.16,-0.83,0.45,3.03
10.47,-2.60,10.36,-0.53,0.60,2.84
10.63,-2.55,10.51,-0.36,0.60,2.68
11.04,-2.60,10.63,-0.28,0.49,2.53
11.70,-2.80,10.63,-0.22,0.37,2.36
12.43,-3.06,10.55,-0.16,0.27,2.16
12.99,-3.26,10.38,-0.08,0.18,1.91
13.32,-3.33,10.23,-0.02,0.08,1.64
13.60,-3.37,10.14,0.01,-0.06,1.38
13.81,-3.41,10.16,0.01,-0.26,1.09
13.93,-3.44,10.06,0.00,-0.47,0.79
13.93,-3.36,9.78,0.01,-0.67,0.47
13.78,-3.10,9.26,0.02,-0.83,0.15
13.61,-2.72,8.55,0.04,-0.95,-0.15
13.42,-2.33,7.83,0.03,-1.06,-0.44
13.08,-1.98,7.17,0.01,-1.15,-0.72
12.65,-1.74,6.62,-0.02,-1.24,-0.98
12.19,-1.54,6.27,-0.07,-1.34,-1.21
11.70,-1.34,5.98,-0.12,-1.42,-1.43
11.17,-1.13,5.65,-0.15,-1.48,-1.61
10.59,-0.87,5.31,-0.18,-1.52,-1.76
10.16,-0.63,4.98,-0.23,-1.56,-1.87
10.00,-0.48,4.75,-0.30,-1.60,-1.96
10.05,-0.48,4.63,-0.38,-1.65,-2.07
10.08,-0.55,4.58,-0.42,-1.65,-2.21
10.02,-0.55,4.55,-0.41,-1.58,-2.35
9.93,-0.48,4.49,-0.37,-1.48,-2.49
9.76,-0.36,4.55,-0.31,-1.37,-2.62
9.53,-0.23,4.61,-0.25,-1.27,-2.76
9.15,-0.11,4.64,-0.18,-1.18,-2.90
8.64,0.04,4.48,-0.09,-1.09,-3.03
8.26,0.11,4.35,0.00,-1.03,-3.15
7.92,0.31,4.18,0.09,-0.98,-3.26
7.53,0.60,4.07,0.16,-0.95,-3.35
7.10,0.87,3.94,0.23,-0.91,-3.43
6.73,1.09,3.77,0.29,-0.86,-3.48
6.48,1.22,3.51,0.35,-0.77,-3.54
6.24,1.33,3.24,0.43,-0.62,-3.60
5.97,1.47,2.94,0.53,-0.42,-3.66
5.54,1.72,2.80,0.63,-0.23,-3.74
4.86,2.14,2.62,0.71,-0.13,-3.82
3.90,2.69,2.42,0.73,-0.15,-3.88
2.88,3.24,2.18,0.68,-0.29,-3.87
2.08,3.68,1.97,0.57,-0.49,-3.81
1.74,3.93,1.75,0.43,-0.72,-3.70
1.86,3.94,1.53,0.28,-0.90,-3.62
2.15,3.82,1.13,0.15,-0.98,-3.60
2.32,3.70,0.72,0.05,-0.93,-3.62
2.24,3.61,0.32,-0.03,-0.80,-3.69
1.89,3.57,-0.09,-0.09,-0.61,-3.75
1.25,3.67,-0.34,-0.18,-0.42,-3.75
0.48,3.80,-0.36,-0.27,-0.29,-3.68
-0.20,3.87,-0.25,-0.37,-0.28,-3.58
-0.62,3.94,-0.25,-0.50,-0.35,-3.48
-0.73,4.01,-0.28,-0.66,-0.49,-3.41
-0.63,4.00,-0.49,-0.86,-0.64,-3.40
-0.54,3.79,-0.76,-1.08,-0.74,-3.45
-0.55,3.40,-1.02,-1.31,-0.77,-3.55
-0.58,2.83,-1.02,-1.54,-0.70,-3.69
-0.22,1.75,0.41,-1.47,-0.48,-3.91
-0.45,1.02,0.38,-1.08,0.05,-4.25
-1.86,0.91,0.26,-0.81,0.41,-4.56
-3.71,0.98,0.26,-0.66,0.59,-4.76
-5.33,0.83,0.22,-0.58,0.67,-4.88
-6.45,0.30,0.36,-0.50,0.75,-4.95
-7.51,-0.36,0.76,-0.33,0.92,-5.02
-9.07,-0.70,1.02,-0.14,1.04,-5.06
-11.00,-0.67,1.33,-0.01,1.05,-5.05
-12.84,-0.42,1.53,0.05,0.97,-4.96
-14.18,0.00,1.53,0.03,0.85,-4.83
-14.95,0.57,1.48,-0.03,0.71,-4.65
-15.49,1.20,1.44,-0.09,0.61,-4.46
-16.15,1.88,1.46,-0.13,0.52,-4.19
-16.81,2.54,1.44,-0.16,0.41,-3.85
-17.36,3.20,1.46,-0.18,0.31,-3.45
-17.74,3.92,1.57,-0.17,0.24,-2.99
-17.89,4.70,1.72,-0.09,0.23,-2.48
-17.81,5.53,1.70,0.05,0.31,-1.92
-17.62,5.99,1.48,0.19,0.41,-1.42
-17.28,6.30,1.29,0.27,0.47,-0.99
-16.36,6.47,1.18,0.28,0.47,-0.71
-15.73,6.83,0.93,0.19,0.35,-0.67
-15.13,6.82,1.54,0.09,0.25,-0.69
-15.43,7.30,1.35,0.18,0.27,-0.73
-16.38,7.83,0.71,-0.01,0.12,-0.57
-17.18,8.05,0.96,-0.33,-0.14,-0.29
-16.97,7.75,1.39,-0.52,-0.33,-0.00
-16.04,7.26,1.70,-0.58,-0.42,0.21
-15.21,6.85,2.02,-0.53,-0.42,0.36
-14.97,6.58,2.24,-0.39,-0.34,0.51
-15.01,6.34,2.30,-0.22,-0.24,0.69
-14.99,6.07,2.25,-0.09,-0.16,0.88
-14.81,5.79,2.13,0.01,-0.11,1.05
-14.53,5.48,1.98,0.08,-0.07,1.22
-14.35,5.21,1.83,0.14,-0.02,1.40
-14.26,4.99,1.66,0.20,0.04,1.62
-14.15,4.83,1.44,0.24,0.08,1.89
-13.93,4.70,1.22,0.24,0.11,2.19
-13.57,4.58,1.07,0.21,0.10,2.48
-13.07,4.38,0.99,0.17,0.08,2.72
-12.41,4.12,0.90,0.12,0.04,2.89
-11.69,3.88,0.84,0.08,0.02,2.98
-11.02,3.74,0.82,0.06,0.02,2.99
-10.45,3.74,0.76,0.05,0.02,2.95
-10.02,3.85,0.66,0.06,0.03,2.88
-9.71,4.00,0.59,0.05,0.05,2.83
-9.44,4.11,0.58,0.03,0.07,2.81
-9.15,4.18,0.65,0.00,0.08,2.85
-8.81,4.26,0.74,-0.00,0.10,2.91
-8.40,4.40,0.79,0.02,0.14,3.00
-7.89,4.59,0.68,0.04,0.17,3.09
-7.30,4.78,0.52,0.04,0.21,3.17
-6.70,4.91,0.40,0.02,0.24,3.22
-6.13,4.95,0.29,-0.01,0.27,3.24
-5.64,4.97,0.29,-0.05,0.30,3.22
-5.22,5.03,0.31,-0.07,0.33,3.20
-4.84,5.15,0.27,-0.09,0.36,3.16
-4.50,5.28,0.34,-0.12,0.39,3.13
aX,aY,aZ,gX,gY,gZ
14.56,-5.30,8.68,0.80,-0.12,0.06
13.89,-4.93,8.19,0.84,-0.15,-0.37
12.68,-4.48,7.84,0.87,-0.22,-0.80
11.42,-4.07,7.46,0.85,-0.37,-1.15
10.52,-3.71,7.20,0.78,-0.61,-1.43
10.04,-3.43,6.99,0.67,-0.90,-1.69
9.86,-3.30,6.85,0.56,-1.19,-1.94
9.77,-3.30,6.70,0.49,-1.43,-2.20
9.69,-3.38,6.50,0.45,-1.60,-2.48
9.51,-3.41,6.16,0.46,-1.69,-2.76
9.20,-3.30,5.60,0.50,-1.68,-3.04
8.68,-2.94,4.73,0.54,-1.61,-3.32
7.98,-2.35,3.87,0.49,-1.56,-3.56
7.18,-1.58,3.45,0.38,-1.59,-3.78
6.41,-0.76,3.36,0.26,-1.64,-3.94
5.73,-0.07,3.40,0.15,-1.71,-4.04
5.21,0.35,3.62,0.01,-1.80,-4.11
4.90,0.54,3.83,-0.11,-1.87,-4.14
4.68,0.69,3.94,-0.22,-1.87,-4.18
4.41,0.94,4.02,-0.28,-1.81,-4.21
4.08,1.26,3.96,-0.24,-1.59,-4.23
3.64,1.63,4.06,-0.12,-1.31,-4.23
3.09,1.98,4.18,0.05,-1.04,-4.22
2.35,2.33,4.16,0.25,-0.82,-4.23
1.38,2.74,3.92,0.48,-0.68,-4.25
0.26,3.30,3.58,0.71,-0.60,-4.28
-0.93,4.19,2.97,0.94,-0.57,-4.30
-2.04,5.19,2.29,1.08,-0.59,-4.26
-2.97,6.14,1.54,1.13,-0.64,-4.15
-3.65,6.79,0.71,1.04,-0.72,-3.95
-4.08,7.02,-0.20,0.85,-0.78,-3.67
-4.40,6.99,-1.19,0.64,-0.75,-3.39
-4.91,7.00,-1.92,0.46,-0.59,-3.16
-5.69,7.20,-2.39,0.39,-0.34,-2.99
-6.51,7.43,-2.34,0.50,-0.04,-2.82
-6.72,7.77,-3.20,0.70,0.42,-2.60
-6.41,8.14,-3.95,0.63,0.72,-2.31
-6.08,8.40,-4.33,0.30,0.87,-1.99
-6.03,8.54,-4.53,-0.15,0.95,-1.66
-6.01,8.43,-4.46,-0.65,1.00,-1.34
-5.75,8.20,-4.21,-1.17,1.05,-1.05
-5.26,7.92,-3.73,-1.70,1.12,-0.83
-4.80,7.70,-3.13,-2.20,1.20,-0.70
-4.42,7.55,-2.46,-2.64,1.30,-0.66
-4.03,7.37,-2.02,-2.96,1.50,-0.67
-3.63,7.12,-1.56,-3.22,1.72,-0.76
-3.39,6.98,-1.02,-3.39,1.98,-0.87
-3.37,6.93,-0.47,-3.50,2.23,-0.95
-3.62,6.92,0.17,-3.56,2.50,-0.98
-4.23,6.83,0.72,-3.58,2.74,-0.98
-4.92,6.59,1.53,-3.63,2.89,-0.93
-5.52,6.22,3.62,-3.75,2.87,-0.86
-5.91,5.81,6.46,-3.83,2.70,-0.80
-5.66,5.59,8.46,-3.81,2.46,-0.78
-5.06,5.63,9.22,-3.83,2.16,-0.87
-4.49,6.12,9.06,-3.84,1.91,-0.97
-4.00,6.29,8.46,-3.79,1.80,-0.94
-3.65,5.95,8.44,-3.83,1.66,-0.96
-3.61,5.44,9.75,-3.93,1.47,-1.04
-3.48,4.95,11.45,-3.99,1.22,-1.12
-3.11,4.53,12.90,-3.97,0.98,-1.12
-2.69,4.10,14.19,-3.89,0.76,-1.01
-2.73,3.62,15.48,-3.65,0.63,-0.82
-3.21,3.12,16.62,-3.24,0.53,-0.60
-3.52,2.60,17.20,-2.76,0.45,-0.37
-3.22,2.11,17.47,-2.31,0.34,-0.17
-2.50,1.63,17.59,-1.89,0.22,-0.07
-2.04,1.10,17.68,-1.44,0.12,-0.09
-2.22,0.68,17.63,-0.93,0.06,-0.24
-2.86,0.60,17.36,-0.40,0.03,-0.42
-3.51,0.88,16.87,0.10,-0.01,-0.56
-3.83,1.32,16.07,0.53,-0.06,-0.65
-3.79,1.68,15.05,0.88,-0.12,-0.71
-3.68,1.86,14.02,1.15,-0.19,-0.77
-3.68,1.98,13.18,1.38,-0.29,-0.82
-3.81,2.12,12.47,1.59,-0.39,-0.84
-4.04,2.28,11.76,1.80,-0.49,-0.85
-4.31,2.50,11.02,1.99,-0.56,-0.84
-4.58,2.72,10.35,2.15,-0.62,-0.82
-4.76,2.95,9.82,2.27,-0.68,-0.78
-4.61,3.23,9.34,2.32,-0.73,-0.70
-4.16,3.48,9.16,2.34,-0.75,-0.58
-3.64,3.62,9.17,2.39,-0.71,-0.48
-3.32,3.69,9.38,2.51,-0.65,-0.44
-3.16,3.76,9.36,2.66,-0.58,-0.45
-3.18,3.91,9.64,2.82,-0.59,-0.48
-3.19,4.13,9.58,2.98,-0.67,-0.54
-3.22,4.41,9.08,3.13,-0.76,-0.61
-3.40,4.69,8.40,3.25,-0.83,-0.71
-3.84,4.93,7.49,3.36,-0.83,-0.81
-4.54,5.19,6.49,3.44,-0.76,-0.90
-5.43,5.50,5.67,3.51,-0.65,-0.92
-6.37,5.83,5.07,3.54,-0.56,-0.87
-7.27,6.14,4.35,3.53,-0.48,-0.73
-8.15,6.44,3.61,3.48,-0.36,-0.50
-9.00,6.74,2.92,3.40,-0.24,-0.21
-9.79,7.06,1.99,3.27,-0.16,0.14
-10.53,7.37,0.89,3.05,-0.15,0.52
-11.09,7.66,-0.11,2.69,-0.24,0.94
-11.28,7.81,-0.93,2.23,-0.39,1.39
-11.11,7.70,-1.27,1.70,-0.56,1.84
-10.72,7.37,-1.44,1.23,-0.62,2.29
-10.07,6.78,-1.07,0.88,-0.57,2.70
-8.93,6.00,-0.94,0.77,-0.34,3.03
-8.04,5.63,-1.40,0.61,-0.01,3.31
-7.44,5.60,-1.61,0.37,0.30,3.61
-6.81,5.55,-1.59,0.07,0.55,3.92
-6.09,5.19,-1.52,-0.24,0.78,4.20
-5.34,4.58,-1.28,-0.55,0.97,4.43
-4.75,3.95,-0.82,-0.86,1.13,4.61
-4.22,3.41,-0.12,-1.16,1.21,4.75
-3.67,2.95,0.79,-1.43,1.21,4.87
-2.99,2.52,1.69,-1.67,1.11,4.98
-2.05,2.04,2.71,-1.84,0.93,5.08
-1.52,1.77,3.82,-1.93,0.74,5.25
