MPU_Index,aX,aY,aZ,gX,gY,gZ
0,-10.93,-9.22,-1.60,0.35,0.25,-4.37
1,3.93,10.14,-13.15,-4.37,-0.96,0.20
0,-19.61,-14.15,-2.33,0.15,1.86,-4.37
1,1.42,14.69,-19.61,-4.37,-2.72,0.12
0,-19.61,-11.19,-5.73,0.11,3.31,-4.37
1,-5.75,16.27,-19.61,-4.37,-3.44,0.21
0,-19.61,-10.19,-8.83,0.35,3.13,-3.37
1,-12.09,19.03,-19.61,-1.78,-2.34,0.50
0,-19.61,-13.02,-11.16,0.48,1.43,-0.11
1,-15.49,19.61,-19.61,1.24,-0.42,0.34
0,-19.61,-14.56,-15.36,-0.09,-0.21,2.30
1,-15.95,16.26,-19.61,2.89,0.68,-0.55
0,-19.61,-13.43,-17.20,-1.13,-0.64,3.18
1,-13.03,11.49,-19.61,3.09,0.59,-1.48
0,-17.11,-10.81,-13.91,-1.92,-0.32,2.93
1,-8.33,8.50,-15.65,2.68,0.21,-2.13
0,-13.93,-8.15,-8.87,-2.43,0.15,2.58
1,-2.85,6.79,-13.23,2.46,-0.39,-2.44
0,-12.58,-6.40,-3.86,-2.52,0.72,2.38
1,0.09,4.88,-12.53,2.30,-0.89,-2.35
0,-12.18,-4.24,-2.21,-2.32,1.15,2.33
1,0.58,4.10,-11.66,2.35,-1.28,-2.11
0,-10.83,-3.85,-1.42,-2.05,1.46,2.45
1,0.30,4.15,-10.09,2.55,-1.44,-1.82
0,-9.00,-3.23,-1.31,-1.82,1.42,2.73
1,-0.82,3.70,-8.26,2.90,-1.16,-1.72
0,-7.56,-2.41,-1.45,-1.86,0.94,3.17
1,-1.22,3.60,-6.75,3.47,-0.55,-1.86
0,-6.22,-1.86,-1.43,-2.03,0.36,3.87
1,-0.19,3.48,-5.41,4.29,-0.08,-1.97
0,-5.23,-1.09,-0.50,-2.05,0.01,4.37
1,1.25,2.38,-3.95,4.37,0.18,-1.90
0,-4.14,-0.02,0.15,-1.96,-0.23,4.37
1,0.95,0.41,-2.79,4.37,0.45,-1.84
0,-3.27,1.26,-0.43,-1.94,-0.50,4.37
1,0.71,-0.92,-1.75,4.37,0.71,-1.84
0,-2.47,1.64,-0.82,-1.91,-0.75,4.37
1,0.25,-1.24,-1.03,4.37,0.96,-1.73
0,-1.59,1.57,-1.36,-1.72,-0.93,4.37
1,0.11,-1.62,0.17,4.37,1.06,-1.50
0,-0.59,1.77,-1.93,-1.47,-0.97,4.37
1,-0.32,-2.19,1.32,4.37,1.07,-1.27
0,0.64,1.76,-2.60,-1.29,-0.94,4.37
1,-0.77,-2.50,2.34,4.37,1.00,-1.15
0,1.33,1.61,-3.09,-1.21,-0.83,4.37
1,-1.36,-2.43,2.39,4.37,0.85,-1.12
0,1.53,1.62,-3.83,-1.22,-0.64,4.37
1,-1.35,-2.07,2.32,4.37,0.58,-1.17
0,1.40,1.47,-3.63,-1.32,-0.34,4.37
1,-0.99,-1.62,2.44,4.37,0.31,-1.29
0,1.96,1.28,-2.89,-1.45,-0.11,4.37
1,-0.30,-1.37,2.95,4.37,0.13,-1.44
0,2.46,1.47,-1.50,-1.62,-0.04,4.37
1,0.96,-1.19,3.92,4.37,0.15,-1.60
0,4.22,1.72,0.61,-1.73,-0.09,4.37
1,3.76,-1.18,6.71,4.37,0.21,-1.64
0,7.50,2.72,3.97,-1.70,-0.09,4.37
1,7.86,-1.92,11.29,4.37,0.10,-1.54
0,12.19,3.59,7.71,-1.57,0.10,4.37
1,10.84,-4.09,16.19,4.37,-0.09,-1.43
0,18.26,4.92,8.70,-1.54,0.38,4.37
1,11.51,-9.40,19.61,4.37,-0.58,-1.46
0,19.61,6.54,8.36,-1.53,1.10,3.97
1,11.85,-14.88,19.61,2.53,-1.54,-1.34
0,19.61,10.18,8.48,-1.21,2.02,1.08
1,9.17,-17.71,19.61,-0.25,-2.15,-0.93
0,19.61,14.30,7.46,-0.79,2.09,-1.20
1,5.63,-18.29,19.61,-1.90,-1.71,-0.59
0,19.61,17.21,6.04,-0.47,1.31,-2.23
1,4.80,-18.10,19.61,-2.45,-0.80,-0.26
0,17.98,17.75,6.28,-0.08,0.45,-2.47
1,6.55,-17.13,17.08,-2.58,0.01,0.14
0,15.58,16.07,8.20,0.38,-0.35,-2.59
1,8.34,-14.89,14.95,-2.68,0.76,0.63
0,13.80,13.32,9.51,0.90,-0.98,-2.64
1,9.79,-12.02,13.66,-2.78,1.31,1.18
0,12.40,10.35,9.50,1.42,-1.45,-2.81
1,9.20,-9.68,11.97,-2.98,1.71,1.58
0,10.55,7.95,7.81,1.74,-1.74,-3.01
1,7.59,-7.18,10.20,-3.20,1.95,1.83
0,8.72,5.60,5.68,1.94,-1.95,-3.23
1,5.69,-5.28,8.42,-3.42,2.12,1.91
0,7.06,4.25,3.30,1.86,-2.04,-3.41
1,3.98,-4.06,7.03,-3.53,2.10,1.68
0,6.14,3.44,1.22,1.49,-1.92,-3.48
1,2.59,-3.50,6.43,-3.61,1.90,1.26
0,5.39,3.02,0.13,1.06,-1.72,-3.59
1,1.92,-3.15,5.80,-3.76,1.66,0.88
0,5.22,2.40,-0.72,0.78,-1.34,-3.81
1,1.69,-2.96,5.55,-4.03,1.23,0.73
0,4.45,2.34,-0.45,0.76,-1.00,-4.14
1,1.36,-3.14,4.31,-4.35,0.99,0.79
0,3.23,2.40,-0.61,0.84,-0.91,-4.37
1,0.58,-3.08,3.14,-4.37,1.04,0.82
0,1.62,1.65,-1.13,0.81,-0.95,-4.37
1,0.58,-1.91,1.58,-4.37,0.97,0.78
0,-0.04,0.35,-2.13,0.77,-0.72,-4.37
1,0.33,-0.87,-0.11,-4.37,0.45,0.70
0,-2.06,-0.55,-3.56,0.62,0.02,-4.37
1,0.17,-0.30,-1.79,-4.37,-0.39,0.52
0,-4.10,-1.27,-3.53,0.42,0.88,-4.37
1,0.17,0.11,-3.90,-4.37,-1.29,0.29
0,-6.50,-1.24,-3.85,0.16,1.80,-4.37
1,0.19,0.24,-5.64,-4.37,-2.11,0.08
0,-7.49,-0.68,-1.21,0.08,2.28,-4.37
1,1.35,0.07,-6.02,-4.37,-2.33,0.17
0,-8.61,0.67,0.38,0.32,2.34,-4.37
1,1.48,0.20,-8.00,-4.37,-2.12,0.45
0,-10.75,0.84,0.60,0.56,2.00,-4.37
1,1.66,1.26,-10.70,-4.37,-1.91,0.71
0,-13.07,0.39,0.30,0.89,1.91,-4.37
1,1.40,2.06,-13.35,-4.37,-1.75,1.06
0,-14.55,0.50,0.14,1.26,1.66,-4.37
1,0.47,1.62,-14.35,-4.05,-1.38,1.44
0,-14.02,0.68,0.01,1.63,1.12,-3.50
1,-0.45,1.59,-13.24,-3.16,-0.64,1.81
0,-11.79,-0.38,-0.75,2.02,0.33,-2.76
1,-1.13,1.88,-11.37,-2.56,0.10,2.15
0,-10.82,-1.14,-1.70,2.24,-0.34,-2.22
1,-2.09,2.62,-11.20,-2.06,0.74,2.18
0,-10.75,-2.42,-3.68,2.05,-0.83,-1.84
1,-2.68,2.96,-11.11,-1.86,1.00,1.87
0,-11.26,-3.37,-5.55,1.61,-0.81,-1.81
1,-3.08,3.15,-12.22,-1.95,0.65,1.32
0,-13.55,-3.87,-6.21,1.04,-0.22,-1.96
1,-2.20,3.79,-15.68,-2.01,-0.10,0.85
0,-17.17,-3.39,-5.28,0.77,0.57,-1.84
1,-1.81,4.70,-19.55,-1.71,-0.72,0.87
0,-19.61,-4.43,-3.63,1.06,0.82,-1.44
1,-2.95,6.37,-19.61,-1.22,-0.60,1.35
0,-19.61,-5.20,-4.97,1.63,0.49,-0.77
1,-5.85,7.86,-19.61,-0.33,-0.27,1.89
0,-19.61,-6.03,-9.60,2.06,0.34,0.30
1,-9.71,9.62,-19.61,0.82,-0.23,2.13
0,-19.61,-7.91,-13.18,1.99,0.31,1.46
1,-12.54,10.81,-19.61,1.99,-0.25,1.70
0,-19.61,-8.45,-15.16,1.16,0.45,2.59
1,-12.31,10.12,-18.59,2.93,-0.43,0.61
0,-15.89,-8.60,-14.19,-0.04,0.61,3.21
1,-10.86,8.04,-13.96,3.24,-0.64,-0.52
0,-12.00,-7.87,-12.26,-1.05,0.81,3.20
1,-9.01,6.44,-10.61,2.99,-0.79,-1.37
0,-9.41,-6.56,-10.53,-1.76,0.98,2.88
1,-6.80,5.35,-8.83,2.78,-1.09,-1.86
0,-8.17,-5.04,-8.08,-2.07,1.25,2.77
1,-4.89,4.15,-7.73,2.73,-1.17,-2.08
0,-7.35,-3.55,-5.16,-2.29,1.11,2.77
1,-3.00,3.02,-7.00,2.79,-0.92,-2.33
0,-6.53,-2.37,-3.56,-2.54,0.88,2.88
1,-1.09,2.20,-6.34,2.97,-0.81,-2.48
0,-6.12,1.29,-3.08,-1.47,-0.57,3.97
1,-0.77,-1.36,-5.84,3.95,0.61,-1.39
0,-6.16,1.84,-2.55,-1.47,-0.52,4.03
1,-0.92,-1.74,-5.48,4.07,0.60,-1.41
0,-5.32,2.10,-2.65,-1.53,-0.52,4.16
1,-0.43,-1.84,-4.34,4.16,0.59,-1.48
0,-4.10,2.07,-2.00,-1.59,-0.43,4.22
1,0.67,-2.17,-2.92,4.20,0.43,-1.53
0,-2.81,2.41,-0.72,-1.61,-0.25,4.21
1,2.44,-2.75,-1.73,4.19,0.19,-1.45
0,-1.88,3.28,0.62,-1.45,0.06,4.21
1,3.04,-3.97,-1.25,4.16,-0.09,-1.28
0,-1.63,4.33,1.05,-1.32,0.20,4.15
1,2.19,-4.76,-1.04,4.07,-0.07,-1.20
0,-1.72,4.75,0.91,-1.25,0.06,4.11
1,1.72,-4.20,-1.51,4.17,0.17,-1.13
0,-2.20,4.64,0.69,-1.19,-0.29,4.34
1,0.70,-3.45,-1.53,4.37,0.63,-1.10
0,-1.78,4.01,-0.34,-1.21,-0.76,4.37
1,1.34,-2.95,0.04,4.37,0.94,-1.14
0,0.27,3.85,0.56,-1.21,-0.79,4.37
1,3.47,-3.49,1.86,4.37,0.77,-1.09
0,1.51,4.75,2.44,-1.09,-0.59,4.37
1,5.07,-4.68,3.55,4.37,0.61,-0.89
0,3.85,5.89,3.73,-0.87,-0.45,4.37
1,6.12,-5.91,7.07,4.37,0.47,-0.69
0,8.21,5.98,5.52,-0.67,-0.29,4.37
1,8.44,-7.08,11.61,4.37,0.30,-0.46
0,12.45,6.65,7.73,-0.40,-0.14,4.37
1,9.27,-9.23,15.56,4.37,0.18,-0.25
0,16.84,8.86,7.16,-0.32,0.06,4.28
1,9.01,-12.42,19.61,3.72,-0.17,-0.27
0,19.61,10.77,6.91,-0.35,0.45,3.10
1,8.18,-15.23,19.61,2.29,-0.52,-0.27
0,19.61,12.71,5.71,-0.31,0.71,1.51
1,6.33,-17.25,19.61,0.65,-0.70,-0.21
0,19.61,14.61,4.55,-0.18,0.79,-0.05
1,4.87,-17.61,19.61,-0.73,-0.67,-0.04
0,19.61,15.25,3.58,0.05,0.66,-1.18
1,3.69,-16.45,18.78,-1.63,-0.46,0.23
0,16.66,14.53,3.68,0.39,0.33,-1.87
1,4.24,-14.51,15.59,-2.14,-0.04,0.62
0,14.22,12.96,4.68,0.78,-0.10,-2.25
1,5.49,-12.84,13.86,-2.42,0.33,0.93
0,12.61,11.83,5.58,1.08,-0.38,-2.42
1,6.58,-10.99,12.09,-2.52,0.57,1.25
0,10.84,9.89,5.93,1.40,-0.62,-2.49
1,6.21,-9.23,10.58,-2.63,0.87,1.50
0,9.79,8.01,5.00,1.58,-0.92,-2.65
1,5.38,-7.81,9.82,-2.82,1.08,1.60
0,9.02,6.76,3.37,1.58,-1.00,-2.85
1,4.24,-6.87,9.14,-3.05,1.06,1.51
0,8.47,5.80,1.99,1.45,-0.94,-3.12
1,3.39,-6.31,8.75,-3.37,0.99,1.38
0,7.83,5.26,1.69,1.38,-0.87,-3.48
1,3.25,-5.81,7.86,-3.70,0.90,1.38
0,6.78,4.99,1.19,1.41,-0.78,-3.79
1,2.49,-5.59,6.89,-4.04,0.84,1.42
0,5.54,4.44,0.57,1.47,-0.75,-4.15
1,1.80,-4.94,5.59,-4.37,0.83,1.47
0,4.56,3.93,0.03,1.50,-0.74,-4.37
1,1.56,-4.58,4.77,-4.37,0.82,1.47
0,3.58,3.27,-0.40,1.46,-0.73,-4.37
1,1.47,-3.88,3.87,-4.37,0.74,1.42
0,2.27,2.43,-0.53,1.44,-0.58,-4.37
1,1.37,-2.74,2.57,-4.37,0.57,1.44
0,0.68,1.08,-1.26,1.48,-0.38,-4.37
1,1.04,-1.25,0.88,-4.37,0.28,1.44
0,-0.84,-0.19,-2.14,1.43,0.05,-4.37
1,1.05,-0.05,-0.43,-4.37,-0.28,1.36
0,-2.66,-1.37,-1.93,1.33,0.56,-4.37
1,0.47,1.03,-2.40,-4.37,-0.71,1.24
0,-4.70,-1.79,-2.82,1.18,0.97,-4.37
1,-0.15,2.07,-4.25,-4.37,-1.12,1.07
0,-5.82,-3.06,-3.28,1.00,1.34,-4.37
1,-0.59,2.70,-4.95,-4.37,-1.58,0.88
0,-7.26,-2.59,-4.29,0.83,1.98,-4.37
1,-1.13,3.11,-6.34,-4.37,-2.21,0.79
0,-8.48,-2.99,-3.26,0.78,2.37,-4.37
1,-0.97,4.08,-7.66,-4.37,-2.31,0.81
0,-9.92,-3.68,-1.85,0.96,2.24,-4.37
1,-0.51,5.76,-10.71,-4.37,-2.03,1.20
0,-13.69,-3.90,-0.57,1.55,1.76,-4.37
1,-1.41,7.12,-14.87,-4.37,-1.19,1.92
0,-16.48,-4.26,-0.78,2.37,0.57,-4.14
1,-3.78,9.00,-18.01,-3.45,0.33,2.80
0,-19.09,-7.55,-3.91,3.24,-1.02,-2.60
1,-7.64,12.70,-19.61,-1.96,1.77,3.52
0,-19.61,-11.21,-11.11,3.70,-2.03,-1.23
1,-12.67,13.69,-19.61,-0.75,2.24,3.57
0,-19.61,-11.99,-18.02,3.23,-1.92,-0.16
1,-15.85,13.30,-19.61,0.18,1.70,2.56
0,-19.61,-11.29,-19.61,1.62,-1.23,0.57
1,-15.35,11.02,-19.61,0.73,1.00,0.57
0,-18.31,-9.42,-17.41,-0.55,-0.56,0.92
1,-11.40,8.59,-17.25,0.92,0.30,-1.41
0,-15.64,-8.10,-13.20,-2.15,0.09,0.90
1,-8.14,6.65,-15.75,0.81,-0.33,-2.53
0,-14.87,-5.92,-9.59,-2.84,0.62,0.82
1,-5.44,5.14,-15.19,0.82,-0.71,-2.77
0,-14.43,-4.18,-6.10,-2.70,0.76,0.96
1,-4.05,4.35,-14.55,1.12,-0.61,-2.40
0,-13.61,-2.94,-4.50,-2.22,0.50,1.38
1,-3.28,3.90,-13.68,1.63,-0.29,-1.89
0,-12.90,-2.39,-4.33,-1.78,0.23,1.96
1,-3.15,3.52,-12.77,2.19,-0.06,-1.57
0,-12.04,-2.27,-4.76,-1.56,0.05,2.44
1,-3.63,2.98,-11.82,2.60,0.11,-1.48
0,-11.09,-2.19,-5.09,-1.59,-0.11,2.83
1,-3.49,3.04,-10.74,2.99,0.23,-1.56
0,-10.17,-2.11,-5.13,-1.73,-0.23,3.22
1,-3.64,2.74,-9.55,3.37,0.35,-1.77
0,-8.80,-1.77,-4.82,-1.96,-0.32,3.56
1,-2.79,2.13,-8.12,3.68,0.44,-1.96
0,-7.65,-1.04,-4.14,-2.14,-0.40,3.86
1,-1.89,1.36,-6.89,3.96,0.49,-2.12
0,-6.61,-0.42,-3.34,-2.27,-0.41,4.10
1,-0.99,0.48,-5.80,4.18,0.47,-2.23
0,-5.68,0.35,-2.58,-2.36,-0.37,4.29
1,-0.22,-0.39,-4.84,4.33,0.42,-2.29
0,-5.04,0.87,-2.29,-2.41,-0.31,4.37
1,0.46,-0.85,-4.11,4.37,0.33,-2.32
0,-3.97,1.07,-1.00,-2.39,-0.17,4.37
1,1.81,-1.40,-2.79,4.37,0.16,-2.23
0,-2.53,1.97,0.16,-2.25,-0.00,4.37
1,2.44,-2.82,-1.54,4.32,0.02,-2.07
0,-1.43,3.02,0.50,-2.09,0.09,4.25
1,2.11,-3.91,-0.82,4.12,-0.01,-1.92
0,-1.21,3.66,0.42,-1.94,0.07,4.05
1,1.99,-3.80,-1.08,4.01,0.02,-1.77
0,-1.80,4.23,0.64,-1.79,0.04,4.12
1,1.88,-3.91,-1.43,4.24,0.15,-1.66
0,-1.70,4.99,1.28,-1.71,-0.27,4.37
1,1.99,-4.29,-0.53,4.37,0.62,-1.58
0,-0.37,5.21,2.05,-1.60,-0.80,4.37
1,2.96,-4.53,0.91,4.37,1.13,-1.41
0,1.41,4.98,3.13,-1.37,-1.22,4.37
1,4.88,-4.94,3.52,4.37,1.40,-1.18
0,4.28,5.50,3.95,-1.15,-1.22,4.37
1,7.29,-6.51,6.95,4.37,1.10,-0.95
0,8.77,6.86,6.26,-0.86,-0.69,4.37
1,10.47,-9.54,11.80,4.28,0.47,-0.60
0,13.26,10.06,8.88,-0.50,-0.09,3.92
1,11.77,-13.47,15.10,3.49,-0.07,-0.33
0,15.15,13.76,10.21,-0.35,0.27,3.16
1,10.60,-16.48,15.87,2.79,-0.19,-0.30
0,15.49,16.11,8.86,-0.43,0.17,2.52
1,8.09,-17.69,16.05,2.14,0.10,-0.40
0,16.13,16.51,6.87,-0.40,-0.22,1.80
1,5.76,-18.76,16.55,1.33,0.54,-0.30
0,16.39,17.03,4.32,-0.29,-0.64,0.92
1,4.37,-19.07,16.40,0.37,0.87,-0.17
0,15.74,16.25,3.51,-0.05,-0.88,-0.10
1,4.72,-17.65,15.22,-0.72,1.01,0.23
0,14.13,14.20,3.76,0.51,-0.89,-1.19
1,5.94,-15.04,13.54,-1.74,0.90,0.83
0,12.52,12.20,4.47,1.10,-0.71,-2.07
1,6.49,-12.95,12.12,-2.47,0.64,1.29
0,10.90,10.76,4.75,1.39,-0.43,-2.70
1,6.25,-11.09,10.52,-3.05,0.43,1.41
0,9.22,9.39,4.50,1.38,-0.29,-3.19
1,5.88,-9.29,8.95,-3.42,0.35,1.36
0,7.84,8.23,4.59,1.38,-0.28,-3.45
1,5.64,-7.92,7.82,-3.59,0.39,1.40
0,6.88,7.10,3.88,1.46,-0.33,-3.59
1,4.71,-6.89,7.05,-3.76,0.44,1.49
0,5.99,5.98,2.73,1.53,-0.37,-3.81
1,3.76,-6.03,6.02,-4.02,0.46,1.54
0,4.97,5.03,1.59,1.56,-0.36,-4.08
1,2.71,-5.30,5.07,-4.29,0.42,1.50
0,3.79,4.31,0.57,1.47,-0.34,-4.34
1,1.69,-4.39,3.51,-4.37,0.41,1.40
0,2.07,3.29,-0.55,1.35,-0.33,-4.37
1,0.99,-3.39,2.10,-4.37,0.39,1.27
0,0.83,2.34,-0.79,1.28,-0.28,-4.37
1,0.84,-2.53,1.14,-4.37,0.31,1.28
0,-0.40,1.41,-1.38,1.32,-0.17,-4.37
1,0.66,-1.51,-0.25,-4.37,0.11,1.34
0,-1.91,0.24,-1.90,1.42,0.13,-4.37
1,0.29,-0.37,-1.60,-4.37,-0.18,1.45
0,-3.10,-0.53,-1.92,1.48,0.32,-4.37
1,-0.23,0.27,-2.44,-4.37,-0.23,1.47
0,-3.79,-1.61,-1.78,1.47,0.19,-4.37
1,-0.46,1.07,-3.07,-4.37,-0.15,1.43
0,-4.46,-1.58,-2.67,1.42,0.28,-4.37
1,-0.47,1.49,-3.71,-4.37,-0.29,1.38
0,-5.30,-1.26,-2.99,1.38,0.48,-4.37
1,-0.55,1.82,-4.68,-4.37,-0.58,1.35
0,-6.26,-1.63,-2.99,1.37,0.79,-4.37
1,-0.47,2.61,-6.10,-4.37,-0.87,1.37
0,-8.33,-1.98,-2.40,1.40,0.97,-4.37
1,-0.38,3.53,-8.71,-4.37,-0.87,1.35
0,-10.53,-2.44,-1.35,1.30,0.88,-4.37
1,0.60,4.66,-11.02,-4.37,-0.73,1.27
0,-12.53,-4.15,-0.13,1.38,0.72,-4.26
1,1.09,6.16,-13.65,-4.11,-0.50,1.58
0,-15.74,-6.49,0.25,1.90,0.34,-3.85
1,0.18,8.53,-17.94,-3.63,-0.02,2.27
0,-19.61,-8.03,-1.33,2.69,-0.18,-3.08
1,-2.85,12.20,-19.61,-2.57,0.69,2.98
0,-16.35,-12.40,-16.76,-1.59,1.97,1.33
1,-11.93,10.10,-15.50,1.21,-2.03,-2.18
0,-14.18,-9.59,-12.43,-2.67,2.05,1.21
1,-9.00,8.78,-13.88,1.20,-1.88,-2.78
0,-13.07,-8.08,-8.73,-2.91,1.75,1.32
1,-6.46,8.11,-13.10,1.49,-1.56,-2.76
0,-12.55,-6.54,-6.82,-2.77,1.45,1.76
1,-5.18,7.04,-12.50,2.02,-1.21,-2.64
0,-11.75,-5.47,-5.57,-2.75,1.04,2.35
1,-4.08,6.38,-11.33,2.66,-0.81,-2.70
0,-10.81,-4.40,-5.03,-2.79,0.75,3.05
1,-3.32,5.61,-10.32,3.36,-0.56,-2.64
0,-9.80,-4.17,-4.26,-2.68,0.46,3.64
1,-3.09,4.75,-9.08,3.84,-0.20,-2.57
0,-8.51,-3.45,-4.08,-2.72,0.07,4.05
1,-2.92,3.96,-7.66,4.21,0.16,-2.70
0,-7.24,-2.93,-4.28,-2.90,-0.20,4.37
1,-2.07,3.43,-6.31,4.37,0.34,-2.85
0,-6.32,-2.19,-2.97,-2.98,-0.38,4.37
1,-1.42,2.57,-5.66,4.37,0.55,-2.86
0,-5.92,-1.07,-2.78,-2.95,-0.59,4.37
1,-1.14,1.47,-4.51,4.37,0.83,-2.80
0,-4.47,-0.34,-2.24,-2.84,-0.91,4.37
1,-0.64,0.36,-2.65,4.37,1.16,-2.64
0,-2.88,0.33,-1.74,-2.63,-1.22,4.37
1,0.04,-0.33,-1.54,4.37,1.43,-2.40
0,-2.10,0.76,-1.41,-2.38,-1.45,4.37
1,0.06,-0.96,-0.62,4.37,1.60,-2.17
0,-1.00,1.04,-2.10,-2.17,-1.51,4.37
1,-0.12,-1.53,0.45,4.37,1.56,-2.00
0,0.20,1.42,-2.60,-2.03,-1.35,4.37
1,-0.03,-2.30,1.73,4.37,1.29,-1.89
0,1.21,1.93,-2.64,-1.97,-1.07,4.37
1,-0.40,-2.78,2.29,4.37,1.07,-1.87
0,1.60,2.23,-2.60,-1.96,-0.94,4.37
1,-0.76,-2.84,2.36,4.37,0.98,-1.88
0,2.10,2.36,-2.60,-1.97,-0.84,4.37
1,-0.25,-2.92,3.17,4.30,0.86,-1.90
0,3.02,2.55,-2.30,-2.01,-0.71,4.18
1,-0.03,-3.53,3.99,3.98,0.71,-1.93
0,3.77,3.07,-1.86,-2.01,-0.53,3.86
1,1.52,-3.38,4.69,3.74,0.49,-1.89
0,5.01,3.66,0.62,-1.91,-0.27,3.77
1,4.91,-4.11,7.07,3.82,0.14,-1.73
0,7.88,5.55,4.07,-1.67,0.16,3.91
1,8.48,-6.49,10.27,3.92,-0.27,-1.38
0,10.83,7.45,7.88,-1.22,0.45,3.90
1,10.23,-9.44,13.02,3.74,-0.39,-0.94
0,13.13,10.22,9.83,-0.90,0.40,3.60
1,10.53,-12.54,14.31,3.39,-0.17,-0.75
0,14.23,13.52,10.16,-0.78,0.06,3.29
1,10.56,-15.50,15.64,3.14,0.16,-0.67
0,15.61,15.81,9.91,-0.63,-0.17,3.03
1,10.17,-17.46,16.85,2.75,0.36,-0.42
0,17.43,16.62,8.11,-0.27,-0.30,2.43
1,8.02,-19.17,19.39,1.81,0.34,0.05
0,19.61,15.78,5.19,0.24,-0.12,1.08
1,6.00,-19.61,19.61,0.06,-0.06,0.46
0,19.61,15.43,2.40,0.51,0.46,-0.82
1,4.30,-18.68,19.61,-1.73,-0.61,0.52
0,19.61,14.02,2.38,0.49,0.86,-2.51
1,4.72,-15.38,19.61,-3.27,-0.88,0.56
0,17.59,11.42,4.12,0.66,0.91,-3.81
1,5.31,-12.39,16.18,-4.26,-0.76,0.78
0,13.77,10.64,5.73,0.92,0.62,-4.37
1,6.41,-10.16,13.17,-4.37,-0.27,1.06
0,10.88,9.39,7.09,1.20,-0.02,-4.37
1,6.61,-8.43,10.11,-4.37,0.48,1.30
0,7.77,8.47,7.17,1.39,-0.84,-4.36
1,6.19,-6.91,7.26,-4.22,1.37,1.42
0,5.72,7.21,6.26,1.51,-1.67,-3.93
1,5.35,-5.56,5.93,-3.83,2.09,1.57
0,4.69,5.65,4.11,1.65,-2.20,-3.61
1,4.02,-4.58,4.74,-3.59,2.42,1.65
0,3.79,4.44,1.98,1.63,-2.38,-3.43
1,2.73,-3.84,4.20,-3.48,2.50,1.50
0,3.64,3.15,0.68,1.37,-2.40,-3.45
1,1.92,-3.26,4.22,-3.64,2.45,1.16
0,3.51,1.92,-0.48,0.97,-2.26,-3.76
1,1.32,-2.62,3.90,-4.10,2.21,0.75
0,2.72,0.78,-1.59,0.57,-1.92,-4.34
1,1.00,-1.74,2.83,-4.37,1.69,0.41
0,1.20,-0.47,-2.40,0.32,-1.29,-4.37
1,0.56,-0.41,1.06,-4.37,0.97,0.24
0,-0.80,-1.70,-2.94,0.22,-0.50,-4.37
1,1.19,1.21,-0.74,-4.37,0.11,0.28
0,-2.32,-2.90,-2.23,0.41,0.28,-4.37
1,0.53,1.66,-1.98,-4.37,-0.47,0.46
0,-4.06,-3.87,-1.68,0.52,0.65,-4.37
1,0.17,2.45,-3.39,-4.37,-0.77,0.48
0,-5.67,-3.48,-2.51,0.41,1.03,-4.37
1,0.51,3.00,-4.34,-4.37,-1.25,0.26
0,-6.64,-4.15,-2.60,0.12,1.62,-4.37
1,0.81,3.58,-5.09,-4.37,-1.98,-0.02
0,-7.84,-4.54,-2.48,-0.12,2.39,-4.37
1,1.47,4.45,-6.13,-4.37,-2.81,-0.18
0,-9.68,-5.38,-1.38,-0.19,3.22,-4.37
1,1.87,5.73,-8.37,-4.37,-3.46,-0.14
0,-12.23,-6.03,0.36,-0.02,3.56,-4.37
1,2.01,7.15,-11.42,-4.37,-3.48,0.18
0,-15.88,-5.99,1.57,0.51,3.29,-4.37
1,1.17,8.68,-16.72,-4.37,-2.87,0.90
0,-19.61,-4.84,1.33,1.33,2.30,-4.37
1,-1.48,10.93,-19.61,-4.37,-1.47,1.71
0,-19.61,-5.31,0.48,2.10,0.60,-3.47
1,-3.29,13.64,-19.61,-2.03,0.54,2.46
0,-19.61,-8.25,-1.07,2.81,-1.47,-0.46
1,-4.98,15.12,-19.61,0.72,2.45,3.04
0,-19.61,-11.33,-4.11,3.23,-2.98,1.78
1,-6.37,13.95,-19.61,2.34,3.46,3.25
0,-19.47,-12.32,-9.14,3.12,-3.27,2.74
1,-6.97,11.90,-18.99,2.68,3.15,2.86
0,-18.79,-12.52,-10.85,2.48,-2.55,2.57
1,-6.47,10.40,-19.04,2.28,2.14,2.02
0,-19.05,-10.76,-10.71,1.44,-1.40,2.11
1,-5.59,8.56,-19.46,1.90,0.94,0.92
0,-18.77,-8.32,-9.24,0.36,-0.34,1.87
1,-4.42,7.16,-18.43,1.78,-0.04,-0.03
0,-17.40,-6.84,-7.78,-0.43,0.57,1.81
1,-3.32,6.25,-16.74,1.78,-0.86,-0.58
0,-15.42,-6.00,-6.14,-0.75,1.24,1.83
1,-2.86,5.77,-14.41,1.81,-1.42,-0.75
0,-13.34,-5.49,-5.54,-0.87,1.68,1.87
1,-3.06,5.27,-12.75,1.86,-1.78,-0.90
0,-11.96,-4.97,-5.21,-1.13,1.97,1.93
1,-2.66,4.65,-11.87,1.97,-2.03,-1.19
0,-11.52,-4.27,-4.19,-1.38,2.11,2.07
1,-2.47,4.36,-11.53,2.15,-1.98,-1.40
0,-11.27,-3.66,-3.35,-1.55,1.90,2.37
1,-2.08,4.62,-11.03,2.63,-1.70,-1.47
